leading_license_id;subordinate_license_id;leading_copyleft_status;subordinate_copyleft_status;osadl_compatibility;explanation
AFL-2.0;LGPL-2.1-only;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.1-only license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;LGPL-2.1-or-later;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.1-or-later license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;LGPL-3.0-only;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-3.0-only license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;LGPL-3.0-or-later;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-3.0-or-later license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;Libpng;No;No;Yes;"Non-copyleft licenses such as the Libpng license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;libpng-2.0;No;No;Yes;"Non-copyleft licenses such as the libpng-2.0 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;libtiff;No;No;Yes;"Non-copyleft licenses such as the libtiff license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;LicenseRef-scancode-bsla-no-advert;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-bsla-no-advert license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;LicenseRef-scancode-info-zip-2003-05;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-info-zip-2003-05 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;LicenseRef-scancode-ppp;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-ppp license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Minpack;No;No;Yes;"Non-copyleft licenses such as the Minpack license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;MirOS;No;No;Yes;"Non-copyleft licenses such as the MirOS license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;MIT;No;No;Yes;"Non-copyleft licenses such as the MIT license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;MIT-0;No;No;Yes;"Non-copyleft licenses such as the MIT-0 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;MIT-CMU;No;No;Yes;"Non-copyleft licenses such as the MIT-CMU license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;MPL-1.1;No;Yes (restricted);No;"Software under a copyleft license such as the MPL-1.1 license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;MPL-2.0;No;Yes (restricted);No;"Software under a copyleft license such as the MPL-2.0 license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;MPL-2.0-no-copyleft-exception;No;Yes (restricted);No;"Software under a copyleft license such as the MPL-2.0-no-copyleft-exception license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;MS-PL;No;Questionable;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
AFL-2.0;MS-RL;No;Yes (restricted);No;"Software under a copyleft license such as the MS-RL license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;NBPL-1.0;No;No;Yes;"Non-copyleft licenses such as the NBPL-1.0 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;NCSA;No;No;Yes;"Non-copyleft licenses such as the NCSA license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;NTP;No;No;Yes;"Non-copyleft licenses such as the NTP license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;OGC-1.0;No;No;Yes;"Non-copyleft licenses such as the OGC-1.0 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;OLDAP-2.8;No;No;Yes;"Non-copyleft licenses such as the OLDAP-2.8 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;OpenSSL;No;Questionable;Unknown;"The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases. Interpretation: The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases."
AFL-2.0;OSL-3.0;No;Yes;No;"Software under a copyleft license such as the OSL-3.0 license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;PHP-3.01;No;No;Yes;"Non-copyleft licenses such as the PHP-3.01 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;PostgreSQL;No;No;Yes;"Non-copyleft licenses such as the PostgreSQL license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Python-2.0;No;No;Yes;"Non-copyleft licenses such as the Python-2.0 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Qhull;No;No;Yes;"Non-copyleft licenses such as the Qhull license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;RSA-MD;No;No;Yes;"Non-copyleft licenses such as the RSA-MD license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Saxpath;No;No;Yes;"Non-copyleft licenses such as the Saxpath license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;SGI-B-2.0;No;No;Yes;"Non-copyleft licenses such as the SGI-B-2.0 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Sleepycat;No;Yes;No;"Software under a copyleft license such as the Sleepycat license normally cannot be redistributed under a non-copyleft license such as the AFL-2.0 license, except if it were explicitly permitted in the licenses."
AFL-2.0;SMLNJ;No;No;Yes;"Non-copyleft licenses such as the SMLNJ license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Spencer-86;No;No;Yes;"Non-copyleft licenses such as the Spencer-86 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;SSH-OpenSSH;No;No;Yes;"Non-copyleft licenses such as the SSH-OpenSSH license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;SSH-short;No;No;Yes;"Non-copyleft licenses such as the SSH-short license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;SunPro;No;No;Yes;"Non-copyleft licenses such as the SunPro license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Unicode-DFS-2015;No;No;Yes;"Non-copyleft licenses such as the Unicode-DFS-2015 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Unicode-DFS-2016;No;No;Yes;"Non-copyleft licenses such as the Unicode-DFS-2016 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Unlicense;No;No;Yes;"Non-copyleft licenses such as the Unlicense license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;UPL-1.0;No;No;Yes;"Non-copyleft licenses such as the UPL-1.0 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;W3C;No;No;Yes;"Non-copyleft licenses such as the W3C license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;W3C-19980720;No;No;Yes;"Non-copyleft licenses such as the W3C-19980720 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;W3C-20150513;No;No;Yes;"Non-copyleft licenses such as the W3C-20150513 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;WTFPL;No;No;Yes;"Non-copyleft licenses such as the WTFPL license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;X11;No;No;Yes;"Non-copyleft licenses such as the X11 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;XFree86-1.1;No;No;Yes;"Non-copyleft licenses such as the XFree86-1.1 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;Zlib;No;No;Yes;"Non-copyleft licenses such as the Zlib license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;zlib-acknowledgement;No;No;Yes;"Non-copyleft licenses such as the zlib-acknowledgement license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.0;ZPL-2.0;No;No;Yes;"Non-copyleft licenses such as the ZPL-2.0 license and the AFL-2.0 license are generally considered mutually compatible."
AFL-2.1;0BSD;No;No;Yes;"Non-copyleft licenses such as the 0BSD license and the AFL-2.1 license are generally considered mutually compatible."
AFL-2.1;AFL-2.0;No;No;Yes;"Non-copyleft licenses such as the AFL-2.0 license and the AFL-2.1 license are generally considered mutually compatible."
AFL-2.1;AFL-3.0;No;No;Yes;"Non-copyleft licenses such as the AFL-3.0 license and the AFL-2.1 license are generally considered mutually compatible."
AFL-2.1;AGPL-3.0-only;No;Yes;No;"Software under a copyleft license such as the AGPL-3.0-only license normally cannot be redistributed under a non-copyleft license such as the AFL-2.1 license, except if it were explicitly permitted in the licenses."
AFL-2.1;AGPL-3.0-or-later;No;Yes;No;"Software under a copyleft license such as the AGPL-3.0-or-later license normally cannot be redistributed under a non-copyleft license such as the AFL-2.1 license, except if it were explicitly permitted in the licenses."
AFL-2.1;Apache-1.0;No;No;Yes;"Non-copyleft licenses such as the Apache-1.0 license and the AFL-2.1 license are generally considered mutually compatible."
AFL-2.1;Apache-1.1;No;No;Yes;"Non-copyleft licenses such as the Apache-1.1 license and the AFL-2.1 license are generally considered mutually compatible."
